cell_id,satellite_id,gateway_id
4051,1388,36
4052,349,27
4053,415,44
4054,1570,47
4055,30,53
4056,7,34
4057,98,19
4058,531,26
4059,189,30
4061,1570,47
4062,1525,0
4063,394,4
4064,349,27
4066,302,3
4067,121,27
4069,52,35
4070,415,44
4072,166,43
4073,121,27
4074,53,14
4075,280,33
4076,187,23
4077,51,8
4078,1432,51
4079,439,47
4080,438,45
4081,484,17
4082,508,29
4083,1569,46
4084,1523,39
4085,121,27
4086,395,28
4087,531,26
4088,484,17
4089,1410,44
4090,439,47
4091,76,14
4092,190,28
4093,1523,39
4094,392,18
4095,1548,24
4096,99,48
4098,394,4
4099,30,53
4100,394,4
4101,415,44
4102,1502,37
4103,280,33
4104,347,11
4105,1388,36
4106,325,12
4107,166,43
4108,1524,51
4109,165,9
4110,1523,39
4111,462,50
4112,325,12
4113,1500,3
4114,52,35
4115,1456,52
4116,324,41
4117,301,18
4118,531,26
4119,190,28
4120,394,4
4121,210,7
4122,142,3
4123,1432,51
4124,301,18
4125,508,29
4126,1525,0
4127,7,34
4128,1571,15
4129,1523,39
4130,1571,15
4131,119,40
4132,1432,51
4133,462,50
4134,1548,24
4135,7,34
4136,530,37
4137,189,30
4138,440,1
4139,416,10
4140,370,38
4141,120,9
4142,507,42
4143,303,31
4144,347,11
4145,439,47
4146,210,7
4147,461,32
4148,1525,0
4149,347,11
4150,165,9
4151,1525,0
4152,303,31
4153,1548,24
4154,348,22
4155,189,30
4156,461,32
4157,167,48
4158,485,50
4159,461,32
4160,508,29
4161,1432,51
4162,235,19
4163,1457,24
4164,76,14
4165,531,26
4166,142,3
4167,576,13
4168,461,32
4169,439,47
4170,166,43
4171,1432,51
4172,1432,51
4173,235,19
4174,531,26
4175,121,27
4176,415,44
4177,1523,39
4178,416,10
4179,438,45
4180,1525,0
4181,213,28
4182,167,48
4183,76,14
4184,1454,2
4185,76,14
4186,7,34
4187,7,34
4188,1525,0
4189,438,45
4190,5,2
4191,280,33
4192,417,16
4193,96,2
4194,531,26
4195,507,42
4196,553,13
4197,51,8
4198,484,17
4199,188,5
4200,96,2
4201,1434,36
4202,121,27
4203,233,23
4204,486,48
4205,370,38
4206,531,26
4207,7,34
4208,416,10
4209,417,16
4210,51,8
4211,1454,2
4212,1571,15
4213,370,38
4214,7,34
4215,1434,36
4216,508,29
4217,256,5
4218,165,9
4219,119,40
4220,1525,0
4221,166,43
4222,280,33
4223,485,50
4224,1480,13
4225,1432,51
4226,394,4
4227,1500,3
4228,371,25
4229,325,12
4230,1388,36
4231,7,34
4232,1341,41
4233,1525,0
4234,440,1
4235,325,12
4236,189,30
4237,507,42
4238,508,29
4239,257,6
4240,52,35
4241,371,25
4242,1571,15
4243,392,18
4244,371,25
4245,1502,37
4246,1526,13
4247,417,16
4248,1571,15
4249,372,48
4250,30,53
4251,1523,39
4252,1455,49
4253,576,13
4254,29,21
4255,438,45
4256,1434,36
4257,97,8
4258,416,10
4259,7,34
4260,210,7
4261,438,45
4262,96,2
4263,7,34
4264,325,12
4265,233,23
4266,1432,51
4267,7,34
4268,461,32
4269,1569,46
4270,438,45
4271,507,42
4272,303,31
4273,7,34
4274,485,50
4275,1502,37
4276,347,11
4277,52,35
4278,304,28
4279,52,35
4280,1454,2
4281,416,10
4282,415,44
4283,1456,52
4284,438,45
4285,439,47
4286,440,1
4287,1478,40
4288,347,11
4289,51,8
4290,52,35
4291,415,44
4292,76,14
4293,530,37
4294,324,41
4295,98,19
4296,371,25
4297,1569,46
4298,304,28
4299,1526,13
4300,325,12
4301,485,50
4302,98,19
4303,349,27
4304,189,30
4305,372,48
4306,1525,0
4307,278,41
4308,210,7
4309,1523,39
4310,1571,15
4311,438,45
4312,347,11
4313,1456,52
4314,1525,0
4315,76,14
4316,120,9
4317,461,32
4318,7,34
4319,1571,15
4320,29,21
4321,1477,40
4322,462,50
4324,1571,15
4325,51,8
4326,1455,49
4327,531,26
4328,52,35
4329,29,21
4330,187,23
4331,121,27
4332,371,25
4333,1455,49
4334,1455,49
4335,530,37
4336,233,23
4337,417,16
4338,417,16
4339,121,27
4340,507,42
4341,394,4
4342,1523,39
4343,1546,5
4344,417,16
4345,461,32
4346,484,17
4347,531,26
4348,76,14
4349,392,18
4350,1548,24
4351,257,6
4352,1571,15
4353,30,53
4354,1455,49
4355,461,32
4356,235,19
4357,303,31
4358,1456,52
4359,211,40
4360,325,12
4361,1411,36
4362,486,48
4363,440,1
4364,1526,13
4365,439,47
4366,372,48
4367,74,9
4368,462,50
4369,349,27
4370,96,2
4371,1457,24
4372,76,14
4373,485,50
4374,74,9
4375,1500,3
4376,325,12
4377,165,9
4378,553,13
4379,484,17
4380,1525,0
4381,1569,46
4382,440,1
4383,233,23
4384,143,43
4385,325,12
4386,1477,40
4387,485,50
4388,301,18
4389,280,33
4390,304,28
4391,1502,37
4392,210,7
4393,415,44
4394,1457,24
4395,347,11
4396,122,28
4397,484,17
4398,1500,3
4399,348,22
4400,462,50
4401,417,16
4402,30,53
4403,1525,0
4404,1569,46
4405,257,6
4406,235,19
4407,1571,15
4408,98,19
4409,51,8
4410,416,10
4411,439,47
4412,280,33
4413,1568,2
4414,1455,49
4415,370,38
4416,1569,46
4417,210,7
4418,1568,2
4419,371,25
4420,507,42
4421,76,14
4422,1568,2
4423,52,35
4424,99,48
4425,1457,24
4426,461,32
4427,166,43
4428,417,16
4429,370,38
4430,96,2
4431,1456,52
4432,485,50
4433,121,27
4434,167,48
4435,349,27
4436,507,42
4437,1456,52
4438,51,8
4439,1341,41
4440,235,19
4441,1502,37
4442,51,8
4443,531,26
4444,324,41
4445,1432,51
4446,53,14
4447,30,53
4448,1432,51
4449,417,16
4450,371,25
4451,484,17
4452,530,37
4453,233,23
4454,440,1
4455,507,42
4456,210,7
4457,188,5
4458,257,6
4459,1455,49
4460,531,26
4461,531,26
4462,394,4
4463,1548,24
4464,1548,24
4466,1548,24
4467,1571,15
4468,371,25
4469,394,4
4470,325,12
4471,1548,24
4472,187,23
4473,394,4
4474,1455,49
4475,531,26
4476,210,7
4477,325,12
4478,188,5
4479,507,42
4480,30,53
4481,347,11
4482,349,27
4483,348,22
4484,349,27
4485,1547,35
4486,1571,15
4487,210,7
4488,1569,46
4489,233,23
4490,30,53
4491,415,44
4492,531,26
4493,1456,52
4494,485,50
4495,1456,52
4496,1455,49
4497,347,11
4498,1546,5
4499,280,33
4500,99,48
4501,303,31
4502,278,41
4503,370,38
4504,1546,5
4505,370,38
4506,1480,13
4507,370,38
4508,415,44
4509,52,35
4510,1454,2
4511,51,8
4512,325,12
4513,508,29
4514,1546,5
4515,303,31
4516,30,53
4517,1411,36
4518,508,29
4519,119,40
4520,1525,0
4521,189,30
4522,1568,2
4523,1434,36
4524,142,3
4525,210,7
4526,416,10
4527,51,8
4528,415,44
4529,415,44
4530,348,22
4531,98,19
4532,233,23
4533,370,38
4534,188,5
4535,303,31
4536,210,7
4537,257,6
4538,416,10
4539,1456,52
4540,347,11
4541,210,7
4542,257,6
4543,301,18
4544,1569,46
4545,51,8
4546,1571,15
4547,484,17
4548,371,25
4549,372,48
4550,1478,40
4551,189,30
4552,189,30
4553,303,31
4554,52,35
4555,1502,37
4556,392,18
4557,440,1
4558,1523,39
4559,98,19
4560,1524,51
4561,1569,46
4562,167,48
4563,1523,39
4564,51,8
4565,235,19
4566,417,16
4567,28,2
4568,189,30
